Kmstand;FzgMarke;Modell;Kraftstoff_diesel;Getriebe;Angebotsart;Preis;Leistung;Baujahr;Anzahl verkaufte Autos;
18318;Ford;Fiesta;Gasoline;Manual;Used;12.424,00 €;95;2020;;
22500;Opel;Karl;Gasoline;Automatic;Used;12.430,00 €;75;2018;;
48000;Skoda;Fabia;Diesel;Manual;Used;12.439,00 €;90;2018;;
20;Kia;Rio;Gasoline;Manual;Pre-registered;12.440,00 €;84;2021;;
10;Hyundai;i20;Gasoline;Manual;Used;12.440,00 €;84;2018;;
9073;Hyundai;i20;Gasoline;Manual;Used;12.440,00 €;101;2020;;
75250;SEAT;Leon;Diesel;Automatic;Used;12.440,00 €;110;2016;;
40569;Opel;Mokka X;Gasoline;Manual;Used;12.440,00 €;120;2018;;
29396;Jeep;Renegade;Gasoline;Manual;Used;12.440,00 €;140;2015;;
59273;Volkswagen;Golf;Diesel;Manual;Used;12.440,00 €;110;2016;;
88168;Ford;Mondeo;Diesel;Manual;Used;12.440,00 €;179;2016;;
101232;BMW;118;Gasoline;Automatic;Used;12.440,00 €;136;2016;;
59584;Kia;Stonic;Gasoline;Manual;Used;12.440,00 €;120;2017;;
86296;Opel;Mokka X;Diesel;Automatic;Used;12.440,00 €;136;2017;;
52726;Volkswagen;Polo;Gasoline;Automatic;Used;12.440,00 €;90;2017;;
65996;Ford;Transit Connect;Diesel;Manual;Used;12.440,00 €;120;2017;;
39805;Citroen;DS3;Gasoline;Automatic;Used;12.440,00 €;110;2017;;
55842;Volkswagen;Golf;Gasoline;Manual;Used;12.440,00 €;125;2017;;
4950;Citroen;C3;Gasoline;Manual;Used;12.440,00 €;82;2018;;
45700;Citroen;C3;Gasoline;Manual;Used;12.440,00 €;82;2019;;
74381;Volkswagen;Golf;Gasoline;Manual;Used;12.440,00 €;86;2019;;
22173;Volkswagen;Polo;Diesel;Manual;Used;12.444,00 €;80;2019;;
70202;Kia;Sportage;Gasoline;Manual;Used;12.444,00 €;135;2016;;
7990;smart;forFour;Gasoline;Automatic;Used;12.444,00 €;71;2019;;
3200;smart;forFour;Gasoline;Automatic;Used;12.444,00 €;71;2019;;
20570;MINI;One;Gasoline;Manual;Used;12.444,00 €;75;2018;;
95375;Volkswagen;Passat;Gasoline;Automatic;Used;12.445,00 €;211;2011;;
44676;Volkswagen;Polo;Gasoline;Automatic;Used;12.445,00 €;179;2012;;
29772;Skoda;Fabia;Gasoline;Automatic;Used;12.445,00 €;110;2015;;
106350;Ford;Kuga;Diesel;Manual;Used;12.445,00 €;120;2016;;
80130;Opel;Zafira Tourer;Diesel;Manual;Used;12.449,00 €;136;2015;;
167450;Mercedes-Benz;E 200;Diesel;Automatic;Used;12.449,00 €;136;2013;;
158450;Mercedes-Benz;C 220;Diesel;Automatic;Used;12.449,00 €;170;2013;;
126450;BMW;120;Diesel;Manual;Used;12.449,00 €;184;2013;;
59446;Volkswagen;Golf Sportsvan;Diesel;Manual;Used;12.449,00 €;110;2014;;
98350;SEAT;Leon;Gasoline;Manual;Used;12.449,00 €;125;2016;;
36553;MINI;One Clubman;Gasoline;Manual;Used;12.449,00 €;102;2017;;
79210;SEAT;Leon;Gasoline;Manual;Used;12.449,00 €;110;2017;;
29620;SEAT;Leon;Gasoline;Manual;Used;12.449,00 €;110;2018;;
43980;SEAT;Ibiza;Gasoline;Manual;Used;12.449,00 €;116;2018;;
25813;Renault;Clio;Gasoline;Manual;Used;12.450,00 €;118;2017;;
10;Kia;Picanto;Gasoline;Manual;Demonstration;12.450,00 €;67;2021;;
6500;Opel;Corsa;Gasoline;Manual;Used;12.450,00 €;69;2019;;
4500;Fiat;500;Gasoline;Manual;Demonstration;12.450,00 €;69;2019;;
1800;Opel;Corsa;Gasoline;Manual;Used;12.450,00 €;69;2019;;
26;Fiat;500;Gasoline;Manual;Used;12.450,00 €;69;2019;;
85330;Renault;Kangoo;Diesel;Manual;Used;12.450,00 €;95;2019;;
16700;Opel;Adam;Gasoline;Manual;Used;12.450,00 €;101;2019;;
189000;Audi;A4;Diesel;Automatic;Used;12.450,00 €;177;2015;;
104000;MINI;One Cabrio;Gasoline;Manual;Used;12.450,00 €;98;2014;;
62450;Mercedes-Benz;B 200;Gasoline;Manual;Used;12.450,00 €;156;2012;;
75000;Volkswagen;Tiguan;Gasoline;Manual;Used;12.450,00 €;160;2012;;
49075;Honda;Jazz;Gasoline;Automatic;Used;12.450,00 €;102;2015;;
162644;Audi;A4;Diesel;Automatic;Used;12.450,00 €;177;2014;;
4810;Opel;Adam;Gasoline;Manual;Used;12.450,00 €;87;2018;;
45661;MINI;One;Gasoline;Manual;Used;12.450,00 €;102;2018;;
51806;MINI;One;Gasoline;Manual;Used;12.450,00 €;102;2018;;
23400;Opel;Adam;Gasoline;Manual;Used;12.450,00 €;87;2018;;
180000;Mercedes-Benz;GLK 220;Diesel;Automatic;Used;12.450,00 €;170;2012;;
61625;Kia;Sportage;Gasoline;Automatic;Used;12.450,00 €;163;2012;;
59000;Toyota;Auris;Gasoline;Manual;Used;12.450,00 €;132;2013;;
63050;Audi;A1;Diesel;Manual;Used;12.450,00 €;116;2016;;
113624;Opel;Insignia;Diesel;Automatic;Used;12.450,00 €;163;2014;;
89921;Peugeot;3008;Electric/Diesel;Automatic;Used;12.450,00 €;163;2014;;
30503;Volkswagen;Golf;Gasoline;Manual;Used;12.450,00 €;86;2015;;
89850;Ford;Grand C-Max;Diesel;Manual;Used;12.450,00 €;163;2015;;
90575;Opel;Mokka;Diesel;Automatic;Used;12.450,00 €;136;2015;;
8912;Opel;Corsa;Gasoline;Manual;Used;12.450,00 €;90;2019;;
13027;Hyundai;i30;Gasoline;Manual;Used;12.450,00 €;99;2019;;
51170;Opel;Astra;Diesel;Manual;Used;12.450,00 €;95;2018;;
66074;Opel;Mokka X;Gasoline;Manual;Used;12.450,00 €;120;2019;;
70085;SEAT;Leon;Gasoline;Manual;Used;12.450,00 €;110;2016;;
16650;Volkswagen;Polo;Gasoline;Manual;Used;12.450,00 €;90;2017;;
10292;Ford;Fiesta;Gasoline;Manual;Used;12.450,00 €;86;2019;;
186459;BMW;335;Diesel;Automatic;Used;12.450,00 €;313;2013;;
95990;Opel;Insignia;Diesel;Manual;Used;12.450,00 €;136;2016;;
79339;Hyundai;i40;Diesel;Automatic;Used;12.450,00 €;136;2015;;
35500;Ford;Focus;Gasoline;Manual;Used;12.450,00 €;101;2016;;
25986;SEAT;Ibiza;Gasoline;Manual;Used;12.450,00 €;80;2019;;
53323;SEAT;Leon;Gasoline;Manual;Used;12.450,00 €;110;2018;;
66000;Hyundai;iX35;Gasoline;Manual;Used;12.450,00 €;135;2014;;
12750;Ford;B-Max;Gasoline;Manual;Used;12.450,00 €;90;2017;;
2231;Toyota;Yaris;Gasoline;Manual;Used;12.450,00 €;72;2020;;
38950;Alfa;Romeo MiTo;Gasoline;Automatic;Used;12.450,00 €;135;2013;;
36076;Volkswagen;Polo;Gasoline;Automatic;Used;12.450,00 €;90;2014;;
45000;Volkswagen;Golf;Gasoline;Automatic;Used;12.450,00 €;110;2014;;
46100;Volvo;V40;Gasoline;Manual;Used;12.450,00 €;120;2014;;
165000;Volkswagen;Tiguan;Diesel;Automatic;Used;12.450,00 €;140;2014;;
54400;Ford;Focus;Gasoline;Manual;Used;12.450,00 €;150;2014;;
104874;Volkswagen;Golf;Diesel;Automatic;Used;12.450,00 €;150;2014;;
136858;Nissan;Qashqai;Diesel;Manual;Used;12.450,00 €;131;2014;;
35000;smart;forTwo;Gasoline;Automatic;Used;12.450,00 €;90;2016;;
55387;Renault;Captur;Diesel;Manual;Used;12.450,00 €;90;2016;;
26416;Audi;A1;Gasoline;Manual;Used;12.450,00 €;95;2017;;
46812;Peugeot;2008;Diesel;Manual;Used;12.450,00 €;120;2017;;
144892;Opel;Insignia;Diesel;Manual;Used;12.450,00 €;136;2017;;
89744;Renault;Megane;Diesel;Automatic;Used;12.450,00 €;110;2017;;
35828;Renault;Kadjar;Gasoline;Manual;Used;12.450,00 €;131;2017;;
19970;Ford;Fiesta;Gasoline;Manual;Used;12.450,00 €;86;2019;;
29993;Ford;Fiesta;Gasoline;Manual;Used;12.450,00 €;86;2020;;
150;Renault;Twingo;Gasoline;Manual;Used;12.459,00 €;65;2021;;
98500;BMW;X1;Gasoline;Manual;Used;12.459,00 €;150;2012;;
40000;Toyota;Auris;Gasoline;Manual;Used;12.460,00 €;99;2018;;
15992;Hyundai;i20;Gasoline;Automatic;Used;12.460,00 €;101;2018;;
17807;Peugeot;2008;Gasoline;Manual;Used;12.460,00 €;83;2019;;
19669;Fiat;Tipo;Gasoline;Manual;Used;12.470,00 €;120;2018;;
31835;Toyota;Yaris;Gasoline;Manual;Used;12.470,00 €;72;2019;;
10;Toyota;Aygo;Gasoline;Manual;Pre-registered;12.470,00 €;72;2021;;
10;Renault;Twingo;Gasoline;Manual;Pre-registered;12.470,00 €;65;2021;;
38335;Hyundai;i20;Gasoline;Manual;Used;12.470,00 €;84;2018;;
11447;smart;forTwo;Electric;Automatic;Used;12.470,00 €;82;2019;;
3950;Fiat;Tipo;Gasoline;Manual;Used;12.470,00 €;95;2019;;
35000;Renault;Captur;Diesel;Automatic;Used;12.470,00 €;90;2015;;
48000;Toyota;Yaris;Electric/Gasoline;Automatic;Used;12.470,00 €;75;2017;;
50000;Renault;ZOE;Electric;Automatic;Used;12.470,00 €;58;2018;;
53000;Renault;Megane;Gasoline;Manual;Used;12.470,00 €;132;2018;;
17440;Ford;Fiesta;Gasoline;Manual;Used;12.470,00 €;101;2018;;
39115;Ford;Fiesta;Gasoline;Manual;Employee's car;12.470,00 €;101;2019;;
3001;Volkswagen;up!;Gasoline;Manual;Demonstration;12.475,00 €;65;2021;;
10;Suzuki;Swift;Electric/Gasoline;Manual;Pre-registered;12.475,00 €;90;2020;;
112350;Kia;Sportage;Diesel;Manual;Used;12.479,00 €;184;2014;;
20;Dacia;Sandero;Gasoline;Manual;Pre-registered;12.480,00 €;67;2021;;
100;Renault;Twingo;Gasoline;Manual;Demonstration;12.480,00 €;65;2021;;
29986;Opel;Astra;Gasoline;Manual;Used;12.480,00 €;105;2019;;
8343;Opel;Corsa;Gasoline;Manual;Used;12.480,00 €;75;2019;;
34400;Suzuki;Vitara;Diesel;Manual;Used;12.480,00 €;120;2015;;
89000;Volkswagen;Jetta;Gasoline;Manual;Used;12.480,00 €;150;2015;;
127208;Opel;Vivaro;Diesel;Manual;Used;12.480,00 €;114;2013;;
31479;Peugeot;2008;Diesel;Manual;Used;12.480,00 €;92;2015;;
145000;Mercedes-Benz;A 200;Diesel;Manual;Used;12.480,00 €;136;2014;;
77400;Audi;A1;Gasoline;Manual;Used;12.480,00 €;86;2014;;
85000;Ford;S-Max;Diesel;Manual;Used;12.480,00 €;140;2014;;
127000;Skoda;Octavia;Gasoline;Automatic;Used;12.480,00 €;140;2014;;
97883;Volkswagen;Golf;Diesel;Manual;Used;12.480,00 €;116;2018;;
93708;Volkswagen;Golf Variant;Diesel;Manual;Used;12.480,00 €;116;2018;;
71400;Volkswagen;Golf;Gasoline;Automatic;Used;12.480,00 €;140;2013;;
74100;Opel;Insignia;Diesel;Manual;Used;12.480,00 €;170;2016;;
94670;Citroen;Berlingo;Diesel;Automatic;Used;12.480,00 €;99;2015;;
38610;Ford;Focus;Gasoline;Manual;Used;12.480,00 €;125;2015;;
129300;Audi;A4;Diesel;Manual;Used;12.480,00 €;120;2015;;
112761;Volkswagen;Golf Variant;Diesel;Manual;Used;12.480,00 €;150;2015;;
11662;Hyundai;i10;Gasoline;Manual;Used;12.480,00 €;84;2020;;
31900;SEAT;Ibiza;Gasoline;Manual;Used;12.480,00 €;80;2019;;
9295;Skoda;Fabia;Gasoline;Manual;Used;12.480,00 €;95;2019;;
14100;Dacia;Sandero;Gasoline;Manual;Used;12.480,00 €;90;2020;;
41800;Opel;Astra;Gasoline;Manual;Used;12.480,00 €;125;2016;;
51683;Volkswagen;Polo;Gasoline;Manual;Used;12.480,00 €;90;2017;;
14880;Ford;B-Max;Gasoline;Manual;Used;12.480,00 €;125;2017;;
37800;Volkswagen;Polo;Gasoline;Manual;Used;12.480,00 €;75;2016;;
17860;Opel;Astra;Gasoline;Manual;Used;12.480,00 €;105;2019;;
65243;Citroen;C3 Aircross;Gasoline;Manual;Used;12.480,00 €;110;2018;;
95000;Opel;Astra;Diesel;Automatic;Used;12.480,00 €;136;2018;;
65000;Opel;Astra;Gasoline;Manual;Used;12.480,00 €;140;2018;;
36250;Toyota;Yaris;Electric/Gasoline;Automatic;Used;12.480,00 €;101;2016;;
97869;Ford;Kuga;Diesel;Manual;Used;12.480,00 €;140;2014;;
117830;SEAT;Leon;Diesel;Automatic;Used;12.480,00 €;116;2017;;
170115;Audi;A3;Diesel;Manual;Used;12.480,00 €;116;2017;;
122500;Mazda;3;Gasoline;Automatic;Used;12.480,00 €;120;2017;;
141460;Kia;;Gasoline;Manual;Used;6.890,00 €;99;2013;;
124342;Volkswagen;Golf Variant;Diesel;Manual;Used;12.480,00 €;116;2018;;
87238;Volkswagen;Polo;Diesel;Manual;Used;12.480,00 €;95;2018;;
146854;Volkswagen;Golf;Diesel;Automatic;Used;12.480,00 €;116;2018;;
12291;Opel;Corsa;Gasoline;Automatic;Used;12.480,00 €;90;2018;;
19665;Peugeot;2008;Gasoline;Manual;Used;12.480,00 €;83;2019;;
10;Kia;Picanto;Gasoline;Manual;Pre-registered;12.480,00 €;67;2021;;
8703;Volkswagen;up!;Gasoline;Manual;Used;12.485,00 €;60;2019;;
24599;Peugeot;2008;Gasoline;Manual;Used;12.485,00 €;83;2019;;
58444;Citroen;C4 Picasso;Diesel;Manual;Used;12.485,00 €;120;2016;;
118000;Audi;A6;Diesel;Manual;Used;12.485,00 €;136;2013;;
11400;Volkswagen;Polo;Gasoline;Manual;Used;12.485,00 €;90;2017;;
29500;Skoda;Rapid/Spaceback;Gasoline;Manual;Used;12.485,00 €;95;2018;;
10;Opel;Corsa;Gasoline;Manual;Pre-registered;12.488,00 €;75;2021;;
8718;Nissan;Micra;Gasoline;Manual;Used;12.488,00 €;71;2019;;
76428;Hyundai;iX35;Diesel;Manual;Used;12.489,00 €;184;2014;;
82000;Hyundai;i40;Diesel;Automatic;Used;12.489,00 €;141;2016;;
144230;Volkswagen;Caddy;Diesel;Manual;Used;12.490,00 €;102;2017;;
5;Renault;Twingo;Gasoline;Manual;Pre-registered;12.490,00 €;65;2021;;
25;Kia;Picanto;Gasoline;Manual;Pre-registered;12.490,00 €;67;2021;;
32500;Opel;Adam;Gasoline;Manual;Used;12.490,00 €;150;2017;;
96200;Ford;Tourneo Connect;Diesel;Manual;Used;12.490,00 €;101;2017;;
163400;Volkswagen;Golf;Diesel;Automatic;Used;12.490,00 €;150;2017;;
10;Fiat;Panda;Gasoline;Manual;Pre-registered;12.490,00 €;69;2020;;
25600;Opel;Mokka;Gasoline;Automatic;Used;12.490,00 €;140;2015;;
63431;Opel;Zafira Tourer;Gasoline;Manual;Used;12.490,00 €;120;2015;;
99100;BMW;118;Gasoline;Automatic;Used;12.490,00 €;170;2013;;
22900;smart;forTwo;Gasoline;Automatic;Used;12.490,00 €;71;2017;;
141000;Skoda;Yeti;Diesel;Automatic;Used;12.490,00 €;140;2014;;
84510;Abarth;595;Gasoline;Manual;Used;12.490,00 €;160;2014;;
100500;Skoda;Superb;Diesel;Automatic;Used;12.490,00 €;140;2013;;
15443;Audi;A1;Gasoline;Manual;Used;12.490,00 €;86;2014;;
59654;Mazda;3;Gasoline;Manual;Used;12.490,00 €;120;2014;;
15;Kia;Picanto;Gasoline;Manual;Pre-registered;12.490,00 €;67;2021;;
101;Citroen;C1;Gasoline;Manual;Pre-registered;12.490,00 €;72;2021;;
72375;Toyota;Auris;Diesel;Manual;Used;12.490,00 €;124;2015;;
47571;Mitsubishi;ASX;Gasoline;Manual;Used;12.490,00 €;117;2015;;
88200;Volkswagen;Scirocco;Gasoline;Manual;Used;12.490,00 €;125;2015;;
75785;Opel;Astra;Diesel;Automatic;Used;12.490,00 €;136;2018;;
50250;Nissan;Qashqai;Gasoline;Automatic;Used;12.490,00 €;141;2013;;
51114;Volkswagen;Polo;Gasoline;Manual;Used;12.490,00 €;110;2016;;
145980;BMW;216;Diesel;Automatic;Used;12.490,00 €;116;2016;;
98350;Audi;A3;Gasoline;Manual;Used;12.490,00 €;105;2014;;
55549;Honda;Civic;Gasoline;Automatic;Used;12.490,00 €;141;2014;;
39738;Honda;Civic;Gasoline;Manual;Used;12.490,00 €;141;2014;;
39702;Opel;Mokka;Gasoline;Automatic;Used;12.490,00 €;140;2015;;
65850;Opel;Mokka;Gasoline;Automatic;Used;12.490,00 €;140;2015;;
20;Fiat;500;Gasoline;Manual;Pre-registered;12.490,00 €;69;2021;;
79300;Ford;Kuga;Diesel;Manual;Used;12.490,00 €;163;2012;;
76695;Volkswagen;Passat CC;Gasoline;Automatic;Used;12.490,00 €;200;2012;;
71735;Kia;Sportage;Gasoline;Manual;Used;12.490,00 €;163;2012;;
65325;Renault;Kadjar;Gasoline;Manual;Used;12.490,00 €;131;2015;;
23000;Peugeot;2008;Gasoline;Automatic;Used;12.490,00 €;120;2015;;
138758;Opel;Cascada;Diesel;Automatic;Used;12.490,00 €;165;2015;;
173250;Audi;A3;Diesel;Automatic;Used;12.490,00 €;110;2015;;
11600;Opel;Astra;Gasoline;Manual;Used;12.490,00 €;120;2015;;
52900;SEAT;Leon;Gasoline;Automatic;Used;12.490,00 €;110;2015;;
20180;Opel;Corsa;Gasoline;Manual;Used;12.490,00 €;75;2020;;
161461;Mercedes-Benz;C 200;Diesel;Manual;Used;12.490,00 €;136;2015;;
15;Skoda;Fabia;Gasoline;Manual;Pre-registered;12.490,00 €;60;2021;;
78500;Volvo;V40 Cross Country;Diesel;Automatic;Used;12.490,00 €;150;2014;;
85300;Mazda;3;Gasoline;Manual;Used;12.490,00 €;120;2015;;
121559;Ford;Focus;Diesel;Automatic;Used;12.490,00 €;150;2018;;
50;Hyundai;i10;Gasoline;Manual;Pre-registered;12.490,00 €;84;2020;;
57515;Renault;Megane;Diesel;Manual;Used;12.490,00 €;110;2018;;
80000;Peugeot;RCZ;Gasoline;Automatic;Used;12.490,00 €;156;2011;;
119000;Volkswagen;Scirocco;Gasoline;Automatic;Used;12.490,00 €;211;2011;;
49000;Peugeot;208;Gasoline;Unbekannt;Used;7.090,00 €;82;2016;;
15400;Fiat;500;Gasoline;Manual;Used;12.490,00 €;69;2019;;
4500;Fiat;Tipo;Gasoline;Manual;Used;12.490,00 €;95;2019;;
43500;Ford;Fiesta;Gasoline;Manual;Used;12.490,00 €;101;2019;;
29950;smart;forFour;Electric;Automatic;Used;12.490,00 €;82;2019;;
9874;Skoda;Fabia;Gasoline;Manual;Used;12.490,00 €;110;2019;;
1400;Toyota;Aygo;Gasoline;Automatic;Used;12.490,00 €;72;2019;;
57000;Skoda;Octavia;Gasoline;Automatic;Used;12.490,00 €;179;2013;;
99430;Ford;Kuga;Gasoline;Manual;Used;12.490,00 €;150;2013;;
28500;Opel;Astra;Gasoline;Manual;Used;12.490,00 €;125;2016;;
240000;Mercedes-Benz;C 200;Diesel;Automatic;Used;12.490,00 €;136;2016;;
58866;Volkswagen;Caddy;Diesel;Manual;Used;12.490,00 €;102;2016;;
30800;Ford;EcoSport;Gasoline;Automatic;Used;12.490,00 €;111;2016;;
47029;Opel;Astra;Gasoline;Manual;Used;12.490,00 €;125;2016;;
33868;Renault;Scenic;Gasoline;Manual;Used;12.490,00 €;116;2017;;
16600;Dacia;Duster;Gasoline;Manual;Used;12.490,00 €;114;2018;;
100000;Audi;A3;Gasoline;Manual;Used;12.490,00 €;110;2015;;
81220;Mazda;6;Diesel;Automatic;Used;12.490,00 €;150;2015;;
136000;Mercedes-Benz;B 180;Gasoline;Manual;Used;12.490,00 €;122;2012;;
91461;Nissan;Qashqai;Gasoline;Manual;Used;12.490,00 €;116;2015;;
10;Skoda;Fabia;Gasoline;Manual;Pre-registered;12.490,00 €;60;2020;;
68000;Kia;Ceed / cee'd;Diesel;Manual;Used;12.490,00 €;136;2016;;
83302;Opel;Astra;Diesel;Manual;Used;12.490,00 €;136;2017;;
48430;Ford;EcoSport;Gasoline;Manual;Used;12.490,00 €;125;2017;;
166000;Volkswagen;Golf;Diesel;Automatic;Used;12.490,00 €;150;2017;;
85000;Volkswagen;Golf;Diesel;Manual;Used;12.490,00 €;110;2016;;
14406;Mitsubishi;Space Star;Gasoline;Automatic;Used;12.490,00 €;80;2020;;
99500;Volkswagen;Golf;Gasoline;Manual;Used;12.490,00 €;160;2011;;
205000;Mercedes-Benz;C 300;Diesel;Automatic;Used;12.490,00 €;231;2011;;
99800;MINI;Cooper S Cabrio;Gasoline;Manual;Used;12.490,00 €;184;2011;;
91158;Mazda;CX-5;Gasoline;Manual;Used;12.490,00 €;160;2012;;
244562;Mercedes-Benz;Vito;Diesel;Manual;Used;12.490,00 €;136;2012;;
108200;Volkswagen;Tiguan;Diesel;Manual;Used;12.490,00 €;177;2013;;
59980;Opel;Cascada;Gasoline;Manual;Used;12.490,00 €;120;2014;;
42405;Ford;Focus;Diesel;Manual;Used;12.490,00 €;120;2015;;
73133;Renault;Kadjar;Diesel;Automatic;Used;12.490,00 €;110;2015;;
72970;Volkswagen;Golf;Gasoline;Automatic;Used;12.490,00 €;110;2015;;
46889;Peugeot;308;Gasoline;Manual;Used;12.490,00 €;131;2015;;
71500;Opel;Mokka X;Gasoline;Manual;Used;12.490,00 €;140;2016;;
99999;Mazda;3;Diesel;Manual;Used;12.490,00 €;105;2016;;
23459;Renault;Kadjar;Gasoline;Manual;Used;12.490,00 €;131;2016;;
43256;Fiat;Tipo;Gasoline;Manual;Used;12.490,00 €;120;2017;;
90211;Fiat;500L;Gasoline;Manual;Used;12.490,00 €;120;2017;;
81153;Alfa;Romeo Giulietta;Gasoline;Manual;Used;12.490,00 €;120;2017;;
102710;Skoda;Octavia;Diesel;Manual;Used;12.490,00 €;116;2017;;
199700;Volkswagen;T6 Transporter;Diesel;Manual;Used;12.490,00 €;102;2017;;
15700;Fiat;500C;Gasoline;Automatic;Used;12.490,00 €;69;2018;;
56956;Renault;Kangoo;Diesel;Manual;Used;12.490,00 €;90;2018;;
33006;Renault;Megane;Diesel;Manual;Used;12.490,00 €;110;2018;;
18700;Peugeot;2008;Gasoline;Manual;Used;12.490,00 €;83;2018;;
9409;Opel;Astra;Gasoline;Manual;Used;12.490,00 €;105;2019;;
42200;Ford;Transit;Diesel;Unbekannt;Used;19.990,00 €;101;2019;;
4083;Hyundai;i20;Gasoline;Manual;Demonstration;12.490,00 €;75;2020;;
10;Fiat;500;Gasoline;Manual;Pre-registered;12.490,00 €;69;2020;;
10;Fiat;500;Gasoline;Manual;Pre-registered;12.490,00 €;69;2021;;
9;Volkswagen;up!;Gasoline;Manual;Used;12.490,00 €;65;2021;;
8;Volkswagen;up!;Gasoline;Manual;Used;12.490,00 €;65;2021;;
14;Kia;Picanto;Gasoline;Manual;Pre-registered;12.490,00 €;67;2021;;
10;Hyundai;i10;Gasoline;Manual;Pre-registered;12.490,00 €;67;2021;;
99;Fiat;500;Electric/Gasoline;Manual;Pre-registered;12.490,00 €;71;2021;;
14300;Renault;Clio;Gasoline;Manual;Used;12.495,00 €;90;2019;;
24759;Volkswagen;Polo;Gasoline;Manual;Used;12.495,00 €;75;2018;;
19250;Ford;Fiesta;Gasoline;Unbekannt;Used;18.900,00 €;140;2020;;
9800;Ford;Fiesta;Gasoline;Unbekannt;Used;18.990,00 €;140;2020;;
262324;Volkswagen;Crafter;Diesel;Manual;Used;12.495,00 €;109;2014;;
100000;Audi;A3;Gasoline;Manual;Used;12.495,00 €;140;2013;;
6447;Citroen;C3;Gasoline;Manual;Used;12.495,00 €;83;2020;;
10;Citroen;C1;Gasoline;Manual;Pre-registered;12.496,00 €;72;2021;;
19992;Opel;Adam;Gasoline;Manual;Used;12.497,00 €;87;2019;;
14883;Opel;Corsa;Gasoline;Manual;Used;12.497,00 €;90;2019;;
5808;Opel;Corsa;Gasoline;Manual;Used;12.497,00 €;90;2019;;
19950;Opel;Adam;Gasoline;Manual;Used;12.497,00 €;87;2019;;
35950;Toyota;Yaris;Electric/Gasoline;Automatic;Used;12.497,00 €;101;2016;;
68510;Opel;Mokka;Gasoline;Manual;Used;12.497,00 €;140;2016;;
119954;Mercedes-Benz;C 180;Gasoline;Manual;Used;12.498,00 €;156;2013;;
88026;Hyundai;iX35;Diesel;Automatic;Used;12.498,00 €;184;2013;;
87730;Mazda;3;Gasoline;Manual;Used;12.498,00 €;120;2015;;
96900;Mercedes-Benz;B 200;Diesel;Manual;Used;12.499,00 €;136;2013;;
117500;Volkswagen;Golf;Diesel;Manual;Used;12.499,00 €;170;2012;;
174000;Mercedes-Benz;C 220;Diesel;Automatic;Used;12.499,00 €;170;2012;;
110000;Volvo;V40 Cross Country;Diesel;Automatic;Used;12.499,00 €;150;2014;;
199000;BMW;220;Diesel;Manual;Used;12.499,00 €;190;2016;;
229000;Audi;A6;Diesel;Automatic;Used;12.499,00 €;245;2011;;
4500;Opel;Corsa;Gasoline;Manual;Used;12.499,00 €;90;2019;;
103000;Volkswagen;Passat Variant;Diesel;Automatic;Used;12.499,00 €;177;2013;;
51984;Nissan;Qashqai;Gasoline;Manual;Used;12.499,00 €;116;2016;;
10;Ford;Ranger;Diesel;Unbekannt;Used;39.990,00 €;212;2021;;
52000;Hyundai;iX35;Gasoline;Manual;Used;12.499,00 €;135;2014;;
130571;Volkswagen;Tiguan;Diesel;Manual;Used;12.499,00 €;110;2015;;
134000;Ford;Mondeo;Gasoline;Manual;Used;12.499,00 €;160;2017;;
132000;Ford;Mondeo;Diesel;Automatic;Used;12.499,00 €;150;2016;;
73173;Volkswagen;Touran;Diesel;Automatic;Used;12.499,00 €;105;2014;;
41000;Audi;A3;Gasoline;Manual;Used;12.499,00 €;110;2014;;
86402;BMW;116;Gasoline;Manual;Used;12.499,00 €;109;2016;;
60000;Renault;Kadjar;Gasoline;Manual;Used;12.499,00 €;131;2016;;
16000;Opel;Corsa;Gasoline;Manual;Used;12.499,00 €;75;2019;;
12;Hyundai;i10;Gasoline;Manual;Pre-registered;12.499,00 €;67;2021;;
23866;Renault;Clio;Gasoline;Manual;Used;12.500,00 €;90;2019;;
88900;SEAT;Leon;Gasoline;Manual;Used;12.500,00 €;125;2015;;
200235;Volkswagen;Tiguan;Diesel;Automatic;Used;12.500,00 €;177;2013;;
16500;Volkswagen;Golf Plus;Gasoline;Manual;Used;12.500,00 €;122;2013;;
87577;Opel;Antara;Diesel;Automatic;Used;12.500,00 €;184;2014;;
4050;Fiat;500C;Gasoline;Manual;Used;12.500,00 €;69;2019;;
6100;Fiat;500;Gasoline;Manual;Used;12.500,00 €;69;2019;;
20800;Ford;Fiesta;Gasoline;Manual;Used;12.500,00 €;86;2019;;
189000;Mercedes-Benz;C 250;Diesel;Automatic;Used;12.500,00 €;204;2012;;
3000;Zhidou;D2S;Electric;Automatic;Demonstration;12.500,00 €;24;2019;;
193425;BMW;523;Gasoline;Automatic;Used;12.500,00 €;204;2011;;
161000;Mercedes-Benz;E 220;Diesel;Automatic;Used;12.500,00 €;170;2011;;
119800;Ford;S-Max;Diesel;Manual;Used;12.500,00 €;136;2015;;
57000;Skoda;Yeti;Gasoline;Manual;Used;12.500,00 €;110;2015;;
67000;Honda;Civic;Gasoline;Manual;Used;12.500,00 €;141;2015;;
288000;Mercedes-Benz;Sprinter;Diesel;Manual;Used;12.500,00 €;163;2015;;
140000;Opel;Astra;Diesel;Automatic;Used;12.500,00 €;136;2018;;
165900;Volvo;XC60;Diesel;Automatic;Used;12.500,00 €;163;2012;;
